C:\Users\Yaseen\Desktop\data\IMG\center_2019_09_03_17_07_55_591.jpg, C:\Users\Yaseen\Desktop\data\IMG\left_2019_09_03_17_07_55_591.jpg, C:\Users\Yaseen\Desktop\data\IMG\right_2019_09_03_17_07_55_591.jpg, 0, 0, 0, 7.799691E-05
C:\Users\Yaseen\Desktop\data\IMG\center_2019_09_03_17_07_55_696.jpg, C:\Users\Yaseen\Desktop\data\IMG\left_2019_09_03_17_07_55_696.jpg, C:\Users\Yaseen\Desktop\data\IMG\right_2019_09_03_17_07_55_696.jpg, 0, 0, 0, 8.065394E-05
C:\Users\Yaseen\Desktop\data\IMG\center_2019_09_03_17_07_55_800.jpg, C:\Users\Yaseen\Desktop\data\IMG\left_2019_09_03_17_07_55_800.jpg, C:\Users\Yaseen\Desktop\data\IMG\right_2019_09_03_17_07_55_800.jpg, 0, 0, 0, 7.974562E-05
C:\Users\Yaseen\Desktop\data\IMG\center_2019_09_03_17_07_55_948.jpg, C:\Users\Yaseen\Desktop\data\IMG\left_2019_09_03_17_07_55_948.jpg, C:\Users\Yaseen\Desktop\data\IMG\right_2019_09_03_17_07_55_948.jpg, 0, 0, 0, 7.861121E-05
C:\Users\Yaseen\Desktop\data\IMG\center_2019_09_03_17_07_56_066.jpg, C:\Users\Yaseen\Desktop\data\IMG\left_2019_09_03_17_07_56_066.jpg, C:\Users\Yaseen\Desktop\data\IMG\right_2019_09_03_17_07_56_066.jpg, 0, 0, 0, 7.780083E-05
C:\Users\Yaseen\Desktop\data\IMG\center_2019_09_03_17_07_56_175.jpg, C:\Users\Yaseen\Desktop\data\IMG\left_2019_09_03_17_07_56_175.jpg, C:\Users\Yaseen\Desktop\data\IMG\right_2019_09_03_17_07_56_175.jpg, 0, 0, 0, 7.923832E-05
C:\Users\Yaseen\Desktop\data\IMG\center_2019_09_03_17_07_56_282.jpg, C:\Users\Yaseen\Desktop\data\IMG\left_2019_09_03_17_07_56_282.jpg, C:\Users\Yaseen\Desktop\data\IMG\right_2019_09_03_17_07_56_282.jpg, 0, 0, 0, 7.828866E-05
C:\Users\Yaseen\Desktop\data\IMG\center_2019_09_03_17_07_56_431.jpg, C:\Users\Yaseen\Desktop\data\IMG\left_2019_09_03_17_07_56_431.jpg, C:\Users\Yaseen\Desktop\data\IMG\right_2019_09_03_17_07_56_431.jpg, 0, 0, 0, 7.791774E-05
C:\Users\Yaseen\Desktop\data\IMG\center_2019_09_03_17_07_56_533.jpg, C:\Users\Yaseen\Desktop\data\IMG\left_2019_09_03_17_07_56_533.jpg, C:\Users\Yaseen\Desktop\data\IMG\right_2019_09_03_17_07_56_533.jpg, 0, 0, 0, 7.845822E-05
C:\Users\Yaseen\Desktop\data\IMG\center_2019_09_03_17_07_56_643.jpg, C:\Users\Yaseen\Desktop\data\IMG\left_2019_09_03_17_07_56_643.jpg, C:\Users\Yaseen\Desktop\data\IMG\right_2019_09_03_17_07_56_643.jpg, 0, 0, 0, 7.858911E-05
C:\Users\Yaseen\Desktop\data\IMG\center_2019_09_03_17_07_56_752.jpg, C:\Users\Yaseen\Desktop\data\IMG\left_2019_09_03_17_07_56_752.jpg, C:\Users\Yaseen\Desktop\data\IMG\right_2019_09_03_17_07_56_752.jpg, 0, 0, 0, 7.949908E-05
C:\Users\Yaseen\Desktop\data\IMG\center_2019_09_03_17_07_56_870.jpg, C:\Users\Yaseen\Desktop\data\IMG\left_2019_09_03_17_07_56_870.jpg, C:\Users\Yaseen\Desktop\data\IMG\right_2019_09_03_17_07_56_870.jpg, 0, 0.3560418, 0, 0.4072939
C:\Users\Yaseen\Desktop\data\IMG\center_2019_09_03_17_07_56_985.jpg, C:\Users\Yaseen\Desktop\data\IMG\left_2019_09_03_17_07_56_985.jpg, C:\Users\Yaseen\Desktop\data\IMG\right_2019_09_03_17_07_56_985.jpg, 0, 0.6966009, 0, 1.100779
C:\Users\Yaseen\Desktop\data\IMG\center_2019_09_03_17_07_57_121.jpg, C:\Users\Yaseen\Desktop\data\IMG\left_2019_09_03_17_07_57_121.jpg, C:\Users\Yaseen\Desktop\data\IMG\right_2019_09_03_17_07_57_121.jpg, 0, 1, 0, 2.809292
C:\Users\Yaseen\Desktop\data\IMG\center_2019_09_03_17_07_57_228.jpg, C:\Users\Yaseen\Desktop\data\IMG\left_2019_09_03_17_07_57_228.jpg, C:\Users\Yaseen\Desktop\data\IMG\right_2019_09_03_17_07_57_228.jpg, 0, 1, 0, 3.981576
C:\Users\Yaseen\Desktop\data\IMG\center_2019_09_03_17_07_57_335.jpg, C:\Users\Yaseen\Desktop\data\IMG\left_2019_09_03_17_07_57_335.jpg, C:\Users\Yaseen\Desktop\data\IMG\right_2019_09_03_17_07_57_335.jpg, -0.3192294, 1, 0, 5.347818
C:\Users\Yaseen\Desktop\data\IMG\center_2019_09_03_17_07_57_453.jpg, C:\Users\Yaseen\Desktop\data\IMG\left_2019_09_03_17_07_57_453.jpg, C:\Users\Yaseen\Desktop\data\IMG\right_2019_09_03_17_07_57_453.jpg, -0.5450844, 0.9310726, 0, 6.649762
C:\Users\Yaseen\Desktop\data\IMG\center_2019_09_03_17_07_57_557.jpg, C:\Users\Yaseen\Desktop\data\IMG\left_2019_09_03_17_07_57_557.jpg, C:\Users\Yaseen\Desktop\data\IMG\right_2019_09_03_17_07_57_557.jpg, -0.2413278, 0.627316, 0, 7.361331
C:\Users\Yaseen\Desktop\data\IMG\center_2019_09_03_17_07_57_659.jpg, C:\Users\Yaseen\Desktop\data\IMG\left_2019_09_03_17_07_57_659.jpg, C:\Users\Yaseen\Desktop\data\IMG\right_2019_09_03_17_07_57_659.jpg, 0, 0.3203182, 0, 7.679385
C:\Users\Yaseen\Desktop\data\IMG\center_2019_09_03_17_07_57_763.jpg, C:\Users\Yaseen\Desktop\data\IMG\left_2019_09_03_17_07_57_763.jpg, C:\Users\Yaseen\Desktop\data\IMG\right_2019_09_03_17_07_57_763.jpg, 0, 0.007167995, 0, 7.630834
C:\Users\Yaseen\Desktop\data\IMG\center_2019_09_03_17_07_57_864.jpg, C:\Users\Yaseen\Desktop\data\IMG\left_2019_09_03_17_07_57_864.jpg, C:\Users\Yaseen\Desktop\data\IMG\right_2019_09_03_17_07_57_864.jpg, 0, 0, 0, 7.554768
C:\Users\Yaseen\Desktop\data\IMG\center_2019_09_03_17_07_57_984.jpg, C:\Users\Yaseen\Desktop\data\IMG\left_2019_09_03_17_07_57_984.jpg, C:\Users\Yaseen\Desktop\data\IMG\right_2019_09_03_17_07_57_984.jpg, 0, 0.0670647, 0, 7.475737
C:\Users\Yaseen\Desktop\data\IMG\center_2019_09_03_17_07_58_088.jpg, C:\Users\Yaseen\Desktop\data\IMG\left_2019_09_03_17_07_58_088.jpg, C:\Users\Yaseen\Desktop\data\IMG\right_2019_09_03_17_07_58_088.jpg, 0, 0.3728283, 0, 7.83363
C:\Users\Yaseen\Desktop\data\IMG\center_2019_09_03_17_07_58_190.jpg, C:\Users\Yaseen\Desktop\data\IMG\left_2019_09_03_17_07_58_190.jpg, C:\Users\Yaseen\Desktop\data\IMG\right_2019_09_03_17_07_58_190.jpg, 0, 0.0658716, 0, 7.855036
C:\Users\Yaseen\Desktop\data\IMG\center_2019_09_03_17_07_58_312.jpg, C:\Users\Yaseen\Desktop\data\IMG\left_2019_09_03_17_07_58_312.jpg, C:\Users\Yaseen\Desktop\data\IMG\right_2019_09_03_17_07_58_312.jpg, -0.369384, 0, 0, 7.694062
C:\Users\Yaseen\Desktop\data\IMG\center_2019_09_03_17_07_58_433.jpg, C:\Users\Yaseen\Desktop\data\IMG\left_2019_09_03_17_07_58_433.jpg, C:\Users\Yaseen\Desktop\data\IMG\right_2019_09_03_17_07_58_433.jpg, -0.601533, 0, 0, 7.49903
C:\Users\Yaseen\Desktop\data\IMG\center_2019_09_03_17_07_58_556.jpg, C:\Users\Yaseen\Desktop\data\IMG\left_2019_09_03_17_07_58_556.jpg, C:\Users\Yaseen\Desktop\data\IMG\right_2019_09_03_17_07_58_556.jpg, -0.2334792, 0, 0, 7.419576
C:\Users\Yaseen\Desktop\data\IMG\center_2019_09_03_17_07_58_674.jpg, C:\Users\Yaseen\Desktop\data\IMG\left_2019_09_03_17_07_58_674.jpg, C:\Users\Yaseen\Desktop\data\IMG\right_2019_09_03_17_07_58_674.jpg, 0, 0, 0, 7.311813
C:\Users\Yaseen\Desktop\data\IMG\center_2019_09_03_17_07_58_777.jpg, C:\Users\Yaseen\Desktop\data\IMG\left_2019_09_03_17_07_58_777.jpg, C:\Users\Yaseen\Desktop\data\IMG\right_2019_09_03_17_07_58_777.jpg, -0.3099891, 0, 0, 7.200354
C:\Users\Yaseen\Desktop\data\IMG\center_2019_09_03_17_07_58_902.jpg, C:\Users\Yaseen\Desktop\data\IMG\left_2019_09_03_17_07_58_902.jpg, C:\Users\Yaseen\Desktop\data\IMG\right_2019_09_03_17_07_58_902.jpg, -0.6843867, 0, 0, 6.990141
C:\Users\Yaseen\Desktop\data\IMG\center_2019_09_03_17_07_59_013.jpg, C:\Users\Yaseen\Desktop\data\IMG\left_2019_09_03_17_07_59_013.jpg, C:\Users\Yaseen\Desktop\data\IMG\right_2019_09_03_17_07_59_013.jpg, -0.3437014, 0, 0, 6.926305
